loss,accuracy,val_loss,val_accuracy,lr
2.006493091583252,0.17000000178813934,1.9387788772583008,0.1836363673210144,0.001
1.8965637683868408,0.17000000178813934,1.9291255474090576,0.16727273166179657,0.001
1.862230658531189,0.25999999046325684,1.9284019470214844,0.15272727608680725,0.001
1.835569143295288,0.23000000417232513,1.952567458152771,0.15454545617103577,0.001
1.8221317529678345,0.23999999463558197,1.9885220527648926,0.15454545617103577,0.001
1.8189631700515747,0.27000001072883606,2.070986747741699,0.15454545617103577,0.001
1.8097963333129883,0.33000001311302185,2.160902500152588,0.15454545617103577,0.001
1.81130051612854,0.1899999976158142,2.2024333477020264,0.15454545617103577,0.001
1.7993687391281128,0.27000001072883606,2.3692715167999268,0.15454545617103577,0.001
1.769811749458313,0.30000001192092896,2.3774266242980957,0.15454545617103577,0.001
1.788301944732666,0.3199999928474426,2.394375801086426,0.15454545617103577,0.001
1.815398097038269,0.30000001192092896,2.4647819995880127,0.15454545617103577,0.001
1.7843645811080933,0.30000001192092896,2.368960380554199,0.15454545617103577,0.001
1.7795321941375732,0.3499999940395355,2.469309091567993,0.15454545617103577,0.001
1.7535640001296997,0.3700000047683716,2.477299451828003,0.15454545617103577,0.001
1.7575008869171143,0.3400000035762787,2.4417295455932617,0.15454545617103577,0.001
1.756327509880066,0.3400000035762787,2.5486819744110107,0.15454545617103577,0.001
1.7570719718933105,0.3199999928474426,2.574408531188965,0.15454545617103577,0.001
1.7482928037643433,0.28999999165534973,2.5180835723876953,0.15454545617103577,0.001
1.7312120199203491,0.3199999928474426,2.4447081089019775,0.15454545617103577,0.001
1.7459745407104492,0.33000001311302185,2.6465249061584473,0.15454545617103577,0.001
1.7334142923355103,0.3100000023841858,2.4947967529296875,0.15454545617103577,0.001
1.744441270828247,0.30000001192092896,2.4089741706848145,0.15636363625526428,0.001
1.7358055114746094,0.33000001311302185,2.376777172088623,0.15090909600257874,0.001
1.7434245347976685,0.30000001192092896,2.431729793548584,0.1472727209329605,0.001
1.736534595489502,0.3100000023841858,2.413564443588257,0.16545455157756805,0.001
1.715242862701416,0.38999998569488525,2.4524762630462646,0.145454540848732,0.001
1.7215790748596191,0.3499999940395355,2.3394179344177246,0.16181817650794983,0.001
1.7587298154830933,0.33000001311302185,2.366851568222046,0.1472727209329605,0.001
1.7290544509887695,0.3199999928474426,2.326035499572754,0.16181817650794983,0.001
1.7130913734436035,0.38999998569488525,2.2920467853546143,0.16545455157756805,0.001
1.723496675491333,0.33000001311302185,2.288114547729492,0.14909091591835022,0.001
1.6961381435394287,0.3700000047683716,2.1884050369262695,0.15090909600257874,0.001
1.710862398147583,0.4000000059604645,2.199930191040039,0.15636363625526428,0.001
1.7315586805343628,0.3100000023841858,2.2218918800354004,0.15090909600257874,0.001
1.6891381740570068,0.4000000059604645,2.234353542327881,0.15454545617103577,0.001
1.705445408821106,0.3400000035762787,2.1520049571990967,0.145454540848732,0.001
1.6985116004943848,0.33000001311302185,2.118633508682251,0.1581818163394928,0.001
1.718529462814331,0.3199999928474426,2.091026782989502,0.16727273166179657,0.001
1.704619288444519,0.36000001430511475,2.1464006900787354,0.145454540848732,0.001
1.68277907371521,0.3499999940395355,2.021942377090454,0.16181817650794983,0.001
1.6887413263320923,0.36000001430511475,2.0190622806549072,0.17454545199871063,0.001
1.680508017539978,0.3199999928474426,1.9993228912353516,0.17454545199871063,0.001
1.7048927545547485,0.30000001192092896,2.0482163429260254,0.1709090918302536,0.001
1.6991163492202759,0.33000001311302185,2.0092344284057617,0.1709090918302536,0.001
1.6970438957214355,0.3199999928474426,1.9703351259231567,0.1963636428117752,0.001
1.6627402305603027,0.3400000035762787,2.0248429775238037,0.20181818306446075,0.001
1.6788417100906372,0.4000000059604645,1.9547374248504639,0.1945454478263855,0.001
1.711775779724121,0.3100000023841858,1.9577865600585938,0.1945454478263855,0.001
1.6887933015823364,0.3499999940395355,1.9309037923812866,0.19818182289600372,0.001
1.6731882095336914,0.3700000047683716,1.9802122116088867,0.20363636314868927,0.001
1.6660473346710205,0.36000001430511475,1.947108507156372,0.1945454478263855,0.001
1.6348603963851929,0.38999998569488525,1.9824187755584717,0.21636363863945007,0.001
1.6800897121429443,0.33000001311302185,1.9973057508468628,0.1818181872367859,0.001
1.636738896369934,0.36000001430511475,1.9670871496200562,0.1945454478263855,0.001
1.653379201889038,0.3799999952316284,2.0197553634643555,0.1836363673210144,0.001
1.6765491962432861,0.38999998569488525,1.9988616704940796,0.18909090757369995,0.001
1.6784902811050415,0.3700000047683716,2.046320676803589,0.16909091174602509,0.001
1.6888450384140015,0.3700000047683716,1.97418212890625,0.19818182289600372,0.001
1.6709065437316895,0.4099999964237213,2.063406229019165,0.15272727608680725,0.001
1.684789776802063,0.3499999940395355,2.0966153144836426,0.15454545617103577,0.001
1.6579738855361938,0.3700000047683716,1.940073013305664,0.18727272748947144,0.001
1.6224663257598877,0.38999998569488525,1.9137120246887207,0.20181818306446075,0.001
1.6459392309188843,0.3700000047683716,1.918361783027649,0.22909091413021088,0.001
1.632604718208313,0.38999998569488525,1.9431476593017578,0.21272727847099304,0.001
1.6551144123077393,0.3700000047683716,1.9194709062576294,0.2072727233171463,0.001
1.6353845596313477,0.36000001430511475,1.930368423461914,0.2436363697052002,0.001
1.6638315916061401,0.3400000035762787,1.9094178676605225,0.20000000298023224,0.001
1.6626496315002441,0.3700000047683716,1.9119815826416016,0.2181818187236786,0.001
1.6502692699432373,0.3700000047683716,1.9354642629623413,0.2581818103790283,0.001
1.6702121496200562,0.3100000023841858,1.9100027084350586,0.19272726774215698,0.001
1.6319729089736938,0.3700000047683716,1.8995742797851562,0.19090908765792847,0.001
1.6385383605957031,0.4000000059604645,1.9870003461837769,0.1709090918302536,0.001
1.680283784866333,0.36000001430511475,1.951711893081665,0.21272727847099304,0.001
1.6535491943359375,0.3199999928474426,2.048264503479004,0.17454545199871063,0.001
1.6401454210281372,0.4000000059604645,1.9835611581802368,0.19818182289600372,0.001
1.650304913520813,0.3499999940395355,1.9378538131713867,0.20000000298023224,0.001
1.6746505498886108,0.3700000047683716,1.9148222208023071,0.20363636314868927,0.001
1.6155723333358765,0.38999998569488525,1.9585973024368286,0.20363636314868927,0.001
1.6698516607284546,0.3799999952316284,1.938633918762207,0.20909090340137482,0.001
1.6595038175582886,0.3799999952316284,1.9800852537155151,0.20545454323291779,0.001
1.6616313457489014,0.33000001311302185,1.9873541593551636,0.1818181872367859,0.001
1.6708260774612427,0.30000001192092896,2.158889055252075,0.13636364042758942,0.001
1.6730804443359375,0.3799999952316284,1.9291776418685913,0.23636363446712494,0.001
1.6494872570037842,0.3799999952316284,1.9390655755996704,0.20363636314868927,0.001
1.6535258293151855,0.3700000047683716,1.9819042682647705,0.2309090942144394,0.001
1.6503981351852417,0.36000001430511475,1.9358280897140503,0.18727272748947144,0.001
1.6645771265029907,0.3400000035762787,1.92314875125885,0.20363636314868927,0.001
1.6140464544296265,0.3700000047683716,1.9202762842178345,0.20181818306446075,0.001
1.6208610534667969,0.38999998569488525,1.9556645154953003,0.17636363208293915,0.001
1.612083077430725,0.3499999940395355,1.9802510738372803,0.1836363673210144,0.001
1.654186725616455,0.3400000035762787,1.9169481992721558,0.1963636428117752,0.001
1.6002516746520996,0.3700000047683716,1.923774242401123,0.22909091413021088,0.001
1.6360255479812622,0.3700000047683716,1.9267096519470215,0.2199999988079071,0.001
1.6482892036437988,0.3799999952316284,2.0171220302581787,0.1836363673210144,0.001
1.6449624300003052,0.3799999952316284,1.9748159646987915,0.18727272748947144,0.001
1.6383087635040283,0.33000001311302185,1.9983125925064087,0.20363636314868927,0.001
1.632655143737793,0.33000001311302185,2.0203189849853516,0.1836363673210144,0.001
1.6143258810043335,0.3499999940395355,1.9469609260559082,0.2072727233171463,0.001
1.614964485168457,0.38999998569488525,1.9560186862945557,0.19272726774215698,0.001
1.5808712244033813,0.4000000059604645,1.972551703453064,0.21090908348560333,0.001
1.6005585193634033,0.4000000059604645,1.9951339960098267,0.2181818187236786,0.001
1.6093318462371826,0.36000001430511475,1.9636958837509155,0.21090908348560333,0.001
1.5932482481002808,0.38999998569488525,2.1146512031555176,0.22545453906059265,0.001
1.6063991785049438,0.36000001430511475,1.978400468826294,0.2199999988079071,0.001
1.5752922296524048,0.4399999976158142,2.2288448810577393,0.22181817889213562,0.001
1.5878651142120361,0.41999998688697815,1.9851465225219727,0.2181818187236786,0.001
1.6458070278167725,0.3700000047683716,1.9624525308609009,0.18909090757369995,0.001
1.6029454469680786,0.3700000047683716,2.1355140209198,0.1599999964237213,0.001
1.627726435661316,0.4000000059604645,2.103827953338623,0.22181817889213562,0.001
1.6083922386169434,0.3700000047683716,2.3431286811828613,0.1327272653579712,0.001
1.5864378213882446,0.4000000059604645,2.044412851333618,0.2072727233171463,0.001
1.5721206665039062,0.4399999976158142,1.9397358894348145,0.22545453906059265,0.001
1.5815720558166504,0.38999998569488525,1.9706780910491943,0.20909090340137482,0.001
1.6221600770950317,0.3700000047683716,2.001133441925049,0.2181818187236786,0.001
1.636479139328003,0.3199999928474426,2.0264408588409424,0.18545454740524292,0.001
1.6280730962753296,0.36000001430511475,2.0088374614715576,0.18000000715255737,0.001
1.594698429107666,0.3100000023841858,1.9653291702270508,0.17454545199871063,0.001
1.570381760597229,0.4300000071525574,2.039677858352661,0.1599999964237213,0.001
1.6236544847488403,0.3799999952316284,1.9556403160095215,0.2072727233171463,0.001
1.5852415561676025,0.4000000059604645,2.243675947189331,0.13636364042758942,0.001
1.586469292640686,0.4099999964237213,2.023851156234741,0.20000000298023224,0.001
1.6254005432128906,0.3199999928474426,1.9727345705032349,0.1818181872367859,0.001
1.618931531906128,0.3700000047683716,1.9371342658996582,0.1818181872367859,0.001
