loss,accuracy,lr
1.5884826183319092,0.5940828323364258,0.001
0.9607865810394287,0.8360946774482727,0.001
0.6468096971511841,0.9088757634162903,0.001
0.46981969475746155,0.9313609600067139,0.001
0.3531157076358795,0.9514793157577515,0.001
0.28647902607917786,0.9579881429672241,0.001
0.22839461266994476,0.9627218842506409,0.001
0.18537229299545288,0.9704142212867737,0.001
0.17676153779029846,0.973964512348175,0.001
0.14738474786281586,0.9786982536315918,0.001
0.13805322349071503,0.9769230484962463,0.001
0.10385079681873322,0.9852070808410645,0.001
0.09512673318386078,0.9852070808410645,0.001
0.08862390369176865,0.9857988357543945,0.001
0.06815019249916077,0.9934911131858826,0.001
0.06419146060943604,0.9899408221244812,0.001
0.05897911265492439,0.994674563407898,0.001
0.08230471611022949,0.9887573719024658,0.001
0.06047359108924866,0.9911242723464966,0.001
0.03340783715248108,0.9970414042472839,0.001
0.035575464367866516,0.9952662587165833,0.001
0.04115989804267883,0.994674563407898,0.001
0.04012921452522278,0.994674563407898,0.001
0.04327000677585602,0.9934911131858826,0.001
0.05840810388326645,0.9881656765937805,0.001
0.04349304735660553,0.9964497089385986,0.001
0.04211173579096794,0.9934911131858826,0.001
0.02526223659515381,0.9988165497779846,0.001
0.011626040562987328,1.0,0.001
0.014096153900027275,0.9994083046913147,0.001
0.01210790779441595,1.0,0.001
0.012281524017453194,1.0,0.001
0.020007899031043053,0.9970414042472839,0.001
0.033970706164836884,0.9952662587165833,0.001
0.03617476671934128,0.9952662587165833,0.001
0.03975077345967293,0.9964497089385986,0.001
0.010311445221304893,1.0,0.001
0.00588949816301465,1.0,0.001
0.006250377744436264,1.0,0.001
0.00903053767979145,0.9994083046913147,0.001
0.006837669759988785,1.0,0.001
0.0075834025628864765,0.9994083046913147,0.001
0.04040117934346199,0.9940828680992126,0.001
0.026817718520760536,0.9952662587165833,0.001
0.01282433420419693,0.9994083046913147,0.001
0.008755975402891636,1.0,0.001
0.0041878181509673595,1.0,0.001
0.0028077326714992523,1.0,0.001
0.003955630585551262,1.0,0.001
0.0068792300298810005,1.0,0.001
0.0021801660768687725,1.0,0.001
0.0018939406145364046,1.0,0.001
0.0018100920133292675,1.0,0.001
0.002898500068113208,1.0,0.001
0.001743263565003872,1.0,0.001
0.016364997252821922,0.9970414042472839,0.001
0.12023140490055084,0.971005916595459,0.001
0.027232395485043526,0.9934911131858826,0.001
0.021414153277873993,0.9958580136299133,0.001
0.007936172187328339,1.0,0.001
0.003899963106960058,1.0,0.001
0.0025725080631673336,1.0,0.001
0.0027987307403236628,1.0,0.001
0.0024736810009926558,1.0,0.001
0.002164483768865466,1.0,0.001
0.0016034863656386733,1.0,0.001
0.0013465873198583722,1.0,0.001
0.0013291374780237675,1.0,0.001
0.003831621026620269,1.0,0.001
0.0026301946491003036,1.0,0.001
0.011799625121057034,0.9970414042472839,0.001
0.06372097879648209,0.9810650944709778,0.001
0.0390855111181736,0.9911242723464966,0.001
0.023542925715446472,0.9934911131858826,0.001
0.010266467928886414,0.9994083046913147,0.001
0.007241555955260992,0.9988165497779846,0.001
0.0024269355926662683,1.0,0.001
0.0019244197756052017,1.0,0.001
0.001452638884074986,1.0,0.001
0.0013244380243122578,1.0,0.001
0.001117152045480907,1.0,0.001
0.0008958864491432905,1.0,0.001
0.0011066985316574574,1.0,0.001
0.006778244860470295,0.9994083046913147,0.001
0.012894474901258945,0.9970414042472839,0.001
0.04068457707762718,0.9928994178771973,0.001
0.03358302265405655,0.9928994178771973,0.001
0.02288353629410267,0.9970414042472839,0.001
0.002292363904416561,1.0,0.001
0.0025322965811938047,1.0,0.001
0.0015760828973725438,1.0,0.001
0.0012722073588520288,1.0,0.001
0.0011201950255781412,1.0,0.001
0.0014139794511720538,1.0,0.001
0.0011319982586428523,1.0,0.001
0.001740359584800899,1.0,0.001
0.0009709197911433876,1.0,0.001
0.0008379757055081427,1.0,0.001
0.0004909193958155811,1.0,0.001
0.0006663518724963069,1.0,0.001
0.0008720426703803241,1.0,0.001
0.0005359381320886314,1.0,0.001
0.000586325244512409,1.0,0.001
0.0006305912393145263,1.0,0.001
0.0011467750882729888,1.0,0.001
0.032663024961948395,0.9934911131858826,0.001
0.07050319761037827,0.9810650944709778,0.001
0.02085025981068611,0.9970414042472839,0.001
0.00825846754014492,0.9994083046913147,0.001
0.005127664655447006,0.9988165497779846,0.001
0.0027955726254731417,1.0,0.001
0.0052461703307926655,0.9982248544692993,0.001
0.006352121941745281,0.9994083046913147,0.001
0.0034095561131834984,1.0,0.001
0.007719561457633972,0.9982248544692993,0.001
0.009692356921732426,0.997633159160614,0.001
0.0037344838492572308,1.0,0.001
0.0009738214430399239,1.0,0.001
0.0011062630219385028,1.0,0.001
0.001005516736768186,1.0,0.001
0.00090716005070135,1.0,0.001
0.0008822755189612508,1.0,0.001
0.0006115149008110166,1.0,0.001
0.0005127211916260421,1.0,0.001
0.0005822203238494694,1.0,0.001
0.00041656786925159395,1.0,0.001
0.00044646611786447465,1.0,0.001
0.0004123277321923524,1.0,0.001
0.0008968207403086126,1.0,0.001
0.0007398192537948489,1.0,0.001
0.0004667207831516862,1.0,0.001
0.0003901028831023723,1.0,0.001
0.0006297620129771531,1.0,0.001
0.0005260217585600913,1.0,0.001
0.0003451411903370172,1.0,0.001
0.0002972391957882792,1.0,0.001
0.0002825266565196216,1.0,0.001
0.0002146869373973459,1.0,0.001
0.0006350985495373607,1.0,0.001
0.12651468813419342,0.9715976119041443,0.001
0.023860476911067963,0.9964497089385986,0.001
0.006840344052761793,0.9994083046913147,0.001
0.003282190067693591,0.9994083046913147,0.001
0.0017809366108849645,1.0,0.001
0.001220559817738831,1.0,0.001
0.001764533226378262,1.0,0.001
0.0021235633175820112,1.0,0.001
0.0008853730978444219,1.0,0.001
0.0008307536481879652,1.0,0.001
0.0006314696511253715,1.0,0.001
0.0008138869889080524,1.0,0.001
0.0007780133746564388,1.0,0.001
0.0007398176239803433,1.0,0.001
0.0007122598472051322,1.0,0.001
0.0073575787246227264,0.9994083046913147,0.001
0.011477571912109852,0.997633159160614,0.001
0.03129573166370392,0.9917159676551819,0.001
0.025769507512450218,0.9940828680992126,0.001
0.007822913117706776,0.997633159160614,0.001
0.0038821359630674124,0.9994083046913147,0.001
0.0027038780972361565,0.9994083046913147,0.001
0.0009775166399776936,1.0,0.001
0.0005830926238559186,1.0,0.001
0.000703272526152432,1.0,0.001
0.000600536644924432,1.0,0.001
0.0005098956171423197,1.0,0.001
0.0007932472508400679,1.0,0.001
0.0005612808745354414,1.0,0.001
0.00043615675531327724,1.0,0.001
0.0003572530986275524,1.0,0.001
0.00048570000217296183,1.0,0.001
0.00041990604950115085,1.0,0.001
0.0003280408272985369,1.0,0.001
0.00029883201932534575,1.0,0.001
0.00027083815075457096,1.0,0.001
0.00032731876126490533,1.0,0.001
0.00022435995924752206,1.0,0.001
0.00020691096142400056,1.0,0.001
0.00031674851197749376,1.0,0.001
0.000291775242658332,1.0,0.001
0.000846587645355612,1.0,0.001
0.007285595405846834,0.9982248544692993,0.001
0.043161530047655106,0.9869822263717651,0.001
0.01550721749663353,0.9940828680992126,0.001
0.004918886814266443,0.9994083046913147,0.001
0.0017855801852419972,1.0,0.001
0.0011207688366994262,1.0,0.001
0.001244137529283762,1.0,0.0005
0.0006282638059929013,1.0,0.0005
0.000944032275583595,1.0,0.0005
0.0007615866488777101,1.0,0.0005
0.0007338813156820834,1.0,0.0005
0.00043969182297587395,1.0,0.0005
0.0005180236767046154,1.0,0.0005
0.00047773754340596497,1.0,0.0005
0.0005446368595585227,1.0,0.0005
0.00037764068110845983,1.0,0.0005
0.00035468649002723396,1.0,0.0005
0.0005595886032097042,1.0,0.0005
0.00043301648111082613,1.0,0.0005
0.00044180991244502366,1.0,0.0005
0.00034245711867697537,1.0,0.0005
0.0003576414892449975,1.0,0.0005
0.00024607981322333217,1.0,0.0005
0.0003437757841311395,1.0,0.0005
0.00024392551858909428,1.0,0.0005
0.0003161010972689837,1.0,0.0005
0.00035064012627117336,1.0,0.0005
0.00028826631023548543,1.0,0.0005
0.00024824231513775885,1.0,0.0005
0.00034047357621602714,1.0,0.0005
0.0002185021439800039,1.0,0.0005
0.0002541436115279794,1.0,0.0005
0.0001834003342082724,1.0,0.0005
0.00018195410666521639,1.0,0.0005
0.00013247363676782697,1.0,0.0005
0.00023082661209627986,1.0,0.0005
0.000249287870246917,1.0,0.0005
0.0002109013730660081,1.0,0.0005
0.00021568672673311085,1.0,0.0005
0.0001620897528482601,1.0,0.0005
0.0001367303339065984,1.0,0.0005
0.00015093643742147833,1.0,0.0005
0.0001663483853917569,1.0,0.0005
0.00012292554310988635,1.0,0.0005
0.00012042500748066232,1.0,0.0005
0.00013788288924843073,1.0,0.0005
0.00011695093417074531,1.0,0.0005
0.00026829217677004635,1.0,0.0005
0.00014613496023230255,1.0,0.0005
0.00023590447381138802,1.0,0.0005
0.020553259178996086,0.9928994178771973,0.0005
0.003295028815045953,0.9988165497779846,0.0005
0.005034790839999914,0.9988165497779846,0.0005
0.008038945496082306,0.9994083046913147,0.0005
0.001158813014626503,1.0,0.0005
0.0007854543509893119,1.0,0.0005
0.0016066846437752247,0.9994083046913147,0.0005
0.0008631248492747545,1.0,0.0005
0.0003784505242947489,1.0,0.0005
0.0002848891890607774,1.0,0.0005
0.0004884065128862858,1.0,0.0005
0.00027459728880785406,1.0,0.0005
0.00020246046187821776,1.0,0.0005
0.0003213006420992315,1.0,0.0005
0.0002844989357981831,1.0,0.0005
0.0001586611761013046,1.0,0.0005
0.00022251020709518343,1.0,0.0005
0.00016121425142046064,1.0,0.0005
0.00014435563934966922,1.0,0.0005
0.0007849149988032877,1.0,0.0005
0.005100450478494167,0.9988165497779846,0.0005
0.0006968564703129232,1.0,0.0005
0.0002987796033266932,1.0,0.0005
0.0002498926769476384,1.0,0.0005
0.0003075988788623363,1.0,0.0005
0.0005917898379266262,1.0,0.0005
0.0002188300568377599,1.0,0.0005
0.00020531236077658832,1.0,0.0005
0.0001494088937761262,1.0,0.0005
0.00015277555212378502,1.0,0.0005
0.00016753716045059264,1.0,0.0005
0.00017893822223413736,1.0,0.0005
0.00012448489724192768,1.0,0.0005
0.00019069446716457605,1.0,0.0005
0.00011991423525614664,1.0,0.00025
0.00013081826909910887,1.0,0.00025
0.00011320099292788655,1.0,0.00025
0.0001051358922268264,1.0,0.00025
0.0001625818113097921,1.0,0.00025
0.00011248458758927882,1.0,0.00025
8.392911695409566e-05,1.0,0.00025
0.00011119538976345211,1.0,0.00025
